Name,WIGOS ID,Type,Elevation (m),Status,GBON,Latitude,Longitude,OSCAR URL
Flower Hill,0-388-629-78397,Surface AWS,320,Closed,No,18.492217,-77.856591,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126757
Flowers Hill,0-388-219-78397,Surface AWS,183,Closed,No,18.358372,-78.088948,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112121
Folly,0-388-360-78397,Surface AWS,8,Closed,No,18.182546,-76.440605,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113264
Folly Pt,0-388-100-78397,Surface AWS,13,Closed,No,18.180494,-76.439012,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111184
Fontabelle,0-388-816-78397,Surface AWS,15,Closed,No,18.28444444,-78.162222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128433
Forest Hill,0-388-257-78397,Surface AWS,91,Closed,No,18.045118,-76.825545,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112425
Fort Charles,0-388-565-78397,Surface AWS,85,Closed,No,17.91666667,-77.794444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122207
Fort George,0-388-73-78397,Surface AWS,32,Closed,No,18.22861111,-76.77166667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111016
Fort George,0-388-258-78397,Surface AWS,396,Closed,No,18.020732,-76.651739,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112433
Fort George Bot. Gdns,0-388-674-78397,Surface AWS,46,Closed,No,18.23305556,-76.77472222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126883
Fort Stewart,0-388-675-78397,Surface AWS,79,Closed,No,18.235,-76.754167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126887
Frankfield,0-388-130-78397,Surface AWS,301,Unknown,No,18.15305556,-77.37305556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111621
Frankfield PWD,0-388-131-78397,Surface AWS,259,Closed,No,18.153774,-77.372926,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111680
Friendship,0-388-630-78397,Surface AWS,122,Closed,No,18.43888889,-77.866667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126758
Friendship,0-388-817-78397,Surface AWS,46,Closed,No,18.280664,-78.081742,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128434
Frome,0-388-91-78397,Surface AWS,20,Closed,No,18.294722,-78.153333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111051
Frome # 2,0-388-818-78397,Surface AWS,27,Closed,No,18.29166667,-78.15583333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128435
Frome #1,0-388-819-78397,Surface AWS,27,Closed,No,18.291806,-78.155916,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128436
Fruitful Vale,0-388-361-78397,Surface AWS,164,Closed,No,18.14194444,-76.54861111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113265
Fullerswood,0-388-567-78397,Surface AWS,27,Closed,No,18.00833333,-77.802778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122208
Garlands,0-388-631-78397,Surface AWS,610,Closed,No,18.30388889,-77.831111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126759
Gayles Valley,0-388-765-78397,Surface AWS,152,Closed,No,18.41611111,-77.74388889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127986
Georges Plain,0-388-820-78397,Surface AWS,14,Closed,No,18.26972222,-78.156389,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128437
Georges Valley,0-388-568-78397,Surface AWS,15,Closed,No,18.10833333,-77.629167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122209
Georgia,0-388-766-78397,Surface AWS,235,Closed,No,18.44888889,-77.53694444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127987
Gibbons,0-388-132-78397,Surface AWS,18,Closed,No,17.83333333,-77.266667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111681
Gibraltar NE,0-388-676-78397,Surface AWS,76,Closed,No,18.26472222,-76.754444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126913
Gibralter,0-388-402-78397,Surface AWS,360,Closed,No,18.243155,-77.146813,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113867
Ginger Hill,0-388-569-78397,Surface AWS,274,Closed,No,18.20333333,-77.861667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122243
Ginger Ridge,0-388-473-78397,Surface AWS,229,Closed,No,18.075166,-77.172786,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121362
Glengoffe,0-388-474-78397,Surface AWS,305,Closed,No,18.145092,-76.891772,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121363
Glenmuir,0-388-133-78397,Surface AWS,61,Closed,No,17.95833333,-77.266667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111682
Golden Grove,0-388-677-78397,Surface AWS,15,Closed,No,18.2575,-76.725556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126914
Golden Grove,0-388-727-78397,Surface AWS,18,Closed,No,17.931672,-76.273534,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127454
Gordon Town,0-388-259-78397,Surface AWS,305,Closed,No,18.033379,-76.719125,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112438
Goshen,0-388-475-78397,Surface AWS,15,Closed,No,17.97555556,-76.952222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121364
Goshen,0-388-570-78397,Surface AWS,24,Closed,No,18.04305556,-77.643056,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122244
Grange Hill,0-388-821-78397,Surface AWS,24,Closed,No,18.30972222,-78.168056,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128438
Grass Piece,0-388-476-78397,Surface AWS,428,Closed,No,18.12305556,-77.1325,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121365
Grays Inn Factory,0-388-678-78397,Surface AWS,6,Closed,No,18.26166667,-76.781667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126915
Great Bay,0-388-571-78397,Surface AWS,3,Closed,No,17.86166667,-77.738889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125971
Great Salt Pond,0-388-477-78397,Surface AWS,15,Closed,No,17.95,-76.925,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121366
Great Salt Pond 1,0-388-478-78397,Surface AWS,20,Closed,No,17.95111111,-76.92583333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121367
Great Salt Pond 2,0-388-479-78397,Surface AWS,22,Closed,No,17.93305556,-76.91638889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121368
Greater Portmore,0-388-53-78397,Surface AWS,12,Closed,No,17.960074,-76.888985,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110932
Green Island,0-388-220-78397,Surface AWS,33,Closed,No,18.38861111,-78.27416667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112122
Green Island HS,0-388-15-78397,Surface AWS,24,Operational,No,18.384381,-78.269332,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110661
Green Pond,0-388-135-78397,Surface AWS,12,Unknown,No,17.793283,-77.273964,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111684
Green Pond,0-388-134-78397,Surface AWS,38,Unknown,No,17.91388889,-77.290278,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111683
Green Pond,0-388-632-78397,Surface AWS,161,Closed,No,18.4725,-77.87361111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126760
Greenvale,0-388-307-78397,Surface AWS,511,Closed,No,18.14861111,-77.55416667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112935
Greenwich SDW,0-388-260-78397,Surface AWS,15,Closed,No,17.98277778,-76.816667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112448
GreenWood,0-388-633-78397,Surface AWS,0,Closed,No,18.506227,-77.737241,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126761
Grimmith,0-388-136-78397,Surface AWS,30,Closed,No,17.85611111,-77.31805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111688
Grove Place,0-388-30-78397,Surface AWS,453,Operational,No,18.11374,-77.522603,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110714
Grove Place,0-388-308-78397,Surface AWS,490,Closed,No,18.11777778,-77.52222222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112936
Guanaboa Vale,0-388-480-78397,Surface AWS,159,Closed,No,18.0375,-77.070833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121369
Guy's Hill,0-388-481-78397,Surface AWS,594,Closed,No,18.24888889,-76.98888889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121370
Guys Hill,0-388-679-78397,Surface AWS,549,Closed,No,18.251741,-76.985579,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126916
Hague,0-388-767-78397,Surface AWS,9,Closed,No,18.47111111,-77.655,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127995
Haining,0-388-362-78397,Surface AWS,93,Closed,No,17.98606,-76.285697,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113773
Half Way Tree,0-388-261-78397,Surface AWS,61,Closed,No,18.00694444,-76.80472222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112449
Half Way Tree,0-388-482-78397,Surface AWS,18,Closed,No,17.97333333,-76.908056,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121371
Hall Head,0-388-728-78397,Surface AWS,79,Closed,No,17.92277778,-76.465833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127455
Halls Delight,0-388-262-78397,Surface AWS,921,Closed,No,18.05,-76.660556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112450
Halse Hall,0-388-137-78397,Surface AWS,70,Closed,No,17.92777778,-77.25,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111689
Hampden,0-388-85-78397,Surface AWS,107,Closed,No,18.44138889,-77.74527778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111036
Hampden,0-388-768-78397,Surface AWS,152,Closed,No,18.441793,-77.745628,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127996
Hampstead,0-388-680-78397,Surface AWS,194,Closed,No,18.30972222,-76.91694444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126917
Happy Grove,0-388-37-78397,Surface AWS,33,Operational,No,18.007222,-76.267222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110895
Harbour Head,0-388-263-78397,Surface AWS,3,Closed,No,17.94777778,-76.722778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112451
Hardwar Gap,0-388-264-78397,Surface AWS,1219,Closed,No,18.08222222,-76.72777778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112452
Harmony Hall,0-388-770-78397,Surface AWS,244,Closed,No,18.45277778,-77.525,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128000
Harmony Pen,0-388-483-78397,Surface AWS,8,Closed,No,17.923563,-76.997998,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121372
Hartham,0-388-309-78397,Surface AWS,790,Closed,No,17.93833333,-77.51361111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112937
Hartlands 1,0-388-484-78397,Surface AWS,9,Closed,No,17.93972222,-77.025,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121381
Hartlands 2,0-388-485-78397,Surface AWS,19,Closed,No,17.94305556,-77.01833333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121382
Hartlands 3,0-388-486-78397,Surface AWS,13,Closed,No,17.93777778,-77.01027778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121383
Harvey River,0-388-221-78397,Surface AWS,198,Closed,No,18.402711,-78.147589,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112123
Haughton Court,0-388-222-78397,Surface AWS,76,Closed,No,18.438838,-78.202749,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112124
Heathfield,0-388-138-78397,Surface AWS,36,Closed,No,17.8325,-77.27555556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111690
Hermantine,0-388-487-78397,Surface AWS,27,Closed,No,17.98611111,-76.958333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121384
Hermitage,0-388-310-78397,Surface AWS,540,Closed,No,17.92166667,-77.44861111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112938
Hermitage,0-388-572-78397,Surface AWS,701,Closed,No,17.938921,-77.705027,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125972
Hermitage Reservoir,0-388-265-78397,Surface AWS,476,Closed,No,18.0825,-76.77,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112453
Hill Run,0-388-54-78397,Surface AWS,17,Operational,No,17.938889,-76.992778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110934
Hillside,0-388-139-78397,Surface AWS,17,Closed,No,17.83638889,-77.22138889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111691
Hog Hole,0-388-489-78397,Surface AWS,46,Closed,No,18.01111111,-76.980556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121389
Holland,0-388-573-78397,Surface AWS,24,Closed,No,18.10166667,-77.81166667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125973
Holland Bamboo,0-388-67-78397,Surface AWS,10,Operational,No,18.10444444,-77.80972222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111010
Holland HS,0-388-86-78397,Surface AWS,11,Closed,No,18.47416667,-77.66777778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111037
Holmwood Technical,0-388-311-78397,Surface AWS,914,Closed,No,18.15277778,-77.4875,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112939
Home Castle,0-388-403-78397,Surface AWS,305,Closed,No,18.41805556,-77.415278,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113868
Hope,0-388-312-78397,Surface AWS,208,Closed,No,18.056546,-77.443488,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112940
Hope Bay,0-388-363-78397,Surface AWS,6,Closed,No,18.199756,-76.561782,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113775
Hope FP,0-388-266-78397,Surface AWS,215,Closed,No,18.02,-76.74694444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112454
Hope Gardens,0-388-267-78397,Surface AWS,217,Closed,No,18.02222222,-76.75,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112455
Hopewell,0-388-404-78397,Surface AWS,400,Closed,No,18.331459,-77.091333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113869
Hopewell,0-388-223-78397,Surface AWS,61,Closed,No,18.452183,-78.0133,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112125
Hordley Estate,0-388-729-78397,Surface AWS,18,Closed,No,17.94777778,-76.26555556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127456
Hounslow,0-388-574-78397,Surface AWS,76,Closed,No,17.94305556,-77.726389,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125974
Huddersfield,0-388-681-78397,Surface AWS,31,Closed,No,18.40833333,-77.019444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126918
Hunts Pen,0-388-140-78397,Surface AWS,85,Unknown,No,17.9329,-77.226415,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111692
Hyde and Gibraltar,0-388-771-78397,Surface AWS,229,Closed,No,18.39444444,-77.538889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128001
Hyde Estate,0-388-490-78397,Surface AWS,137,Closed,No,18.12638889,-76.995556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121390
Hyde Hall,0-388-772-78397,Surface AWS,184,Closed,No,18.43083333,-77.56916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128002
Industry,0-388-682-78397,Surface AWS,239,Closed,No,18.38972222,-77.0475,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126919
Industry,0-388-405-78397,Surface AWS,640,Closed,No,18.38271,-77.254275,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113870
Ingleside,0-388-313-78397,Surface AWS,667,Closed,No,18.05666667,-77.49611111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112941
Innswood 1 Factory,0-388-491-78397,Surface AWS,29,Closed,No,17.96805556,-77.02111111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121404
Innswood 2 Cotton Tree,0-388-492-78397,Surface AWS,33,Closed,No,17.99,-77.03944444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121405
Innswood 3 McCooks,0-388-493-78397,Surface AWS,22,Closed,No,17.97083333,-77.0275,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121406
Innswood 4,0-388-494-78397,Surface AWS,18,Closed,No,17.973602,-77.033472,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121407
Innswood 5,0-388-495-78397,Surface AWS,24,Closed,No,17.952511,-77.060442,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121408
Innswood 6,0-388-496-78397,Surface AWS,27,Closed,No,17.952411,-77.0610442,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121409
Inswood,0-388-55-78397,Surface AWS,26,Closed,No,17.98235167,-76.99937,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110938
Inverness,0-388-671-78397,Surface AWS,671,Closed,No,18.27083333,-77.3625,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113871
Ipswich,0-388-575-78397,Surface AWS,238,Closed,No,18.201646,-77.812094,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125975
Irish Town,0-388-268-78397,Surface AWS,846,Closed,No,18.04805556,-76.72111111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112456
Irish Town,0-388-19-78397,Surface AWS,732,Operational,No,18.044513,-76.720588,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110665
Ironshore,0-388-634-78397,Surface AWS,12,Closed,No,18.51444444,-77.869444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126762
Irwin Agri.,0-388-635-78397,Surface AWS,61,Closed,No,18.453791,-77.882264,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126763
Islington,0-388-683-78397,Surface AWS,198,Closed,No,18.31944444,-76.856111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126920
Itor Boreale,0-388-684-78397,Surface AWS,15,Closed,No,18.265,-76.743333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126921
J.J. Gagnon,0-388-314-78397,Surface AWS,502,Closed,No,18.09694444,-77.51027778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112942
Jacks Hill,0-388-21-78397,Surface AWS,10,Operational,No,17.976289,-76.814206,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110667
Jacks Hill,0-388-20-78397,Surface AWS,623,Operational,No,18.04568667,-76.75652333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110666
Jacks Hill,0-388-269-78397,Surface AWS,618,Closed,No,18.046472,-76.756116,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112457
Jacks River,0-388-685-78397,Surface AWS,76,Closed,No,18.377898,-76.944417,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126922
Jam. Aquaculture,0-388-576-78397,Surface AWS,12,Closed,No,18.117926,-77.687381,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125976
James Hill,0-388-141-78397,Surface AWS,579,Closed,No,18.17,-77.340278,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111693
Jericho P.O.,0-388-224-78397,Surface AWS,138,Closed,No,18.42833333,-78.13138889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112126
Joalmi Tollgate,0-388-142-78397,Surface AWS,55,Closed,No,17.97333333,-77.360556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111694
Johns Hall,0-388-143-78397,Surface AWS,518,Closed,No,18.17722222,-77.380556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111695
Johnson Mount,0-388-730-78397,Surface AWS,274,Closed,No,17.96634,-76.316105,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127457
Kalorama,0-388-270-78397,Surface AWS,0,Closed,No,17.985847,-76.654834,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112458
Kellits,0-388-144-78397,Surface AWS,549,Unknown,No,18.051328,-77.251101,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111696
Kemps Hill,0-388-145-78397,Surface AWS,85,Closed,No,17.852683,-77.287632,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111697
Kemps Hill,0-388-0-78397,Surface AWS,26,Operational,No,17.843336,-77.282787,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110477
Kempshot,0-388-636-78397,Surface AWS,518,Closed,No,18.40138889,-77.86805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126764
Kendal,0-388-225-78397,Surface AWS,58,Closed,No,18.35166667,-78.2275,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112127
Kensington,0-388-497-78397,Surface AWS,305,Closed,No,18.06944444,-76.958333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121410
Kent Property,0-388-773-78397,Surface AWS,91,Closed,No,18.484986,-77.736169,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128003
Kew Park,0-388-822-78397,Surface AWS,290,Closed,No,18.29305556,-77.941667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128439
Kew Riley,0-388-226-78397,Surface AWS,58,Closed,No,18.435836,-78.169976,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112128
King's Vale,0-388-227-78397,Surface AWS,152,Closed,No,18.37916667,-78.205556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112129
Kings Valley,0-388-823-78397,Surface AWS,61,Closed,No,18.32444444,-78.19,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128441
Kingston College,0-388-803-78397,Surface AWS,25,Closed,No,17.97398,-76.78334,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128113
KINGSTON/NORMAN MANLEY,0-20000-0-78397,Upper-air / Radiosonde,3,Operational,Yes,17.9333333333,-76.7833333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/10999
Kinloss,0-388-774-78397,Surface AWS,178,Closed,No,18.40222222,-77.57055556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128004
Kirkpatrick,0-388-637-78397,Surface AWS,138,Closed,No,18.453326,-77.851749,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126765
Kirkpatrick Hall,0-388-638-78397,Surface AWS,137,Closed,No,18.453326,-77.851749,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126766
Kirkvine,0-388-315-78397,Surface AWS,189,Closed,No,18.079812,-77.474996,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112943
Kitson Town,0-388-498-78397,Surface AWS,144,Closed,No,18.013214,-77.053248,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121411
Knapdale,0-388-407-78397,Surface AWS,366,Closed,No,18.40416667,-77.329167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113872
Knights,0-388-146-78397,Surface AWS,15,Closed,No,17.80305556,-77.281111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111698
Knocklava,0-388-228-78397,Surface AWS,151,Closed,No,18.323556,-77.996679,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112130
Knockpatrick Dalkeith,0-388-316-78397,Surface AWS,701,Closed,No,17.98333333,-77.508333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112944
Knockpatrick Garth,0-388-317-78397,Surface AWS,667,Closed,No,17.97777778,-77.49888889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112947
Knockpatrick Troon,0-388-318-78397,Surface AWS,669,Closed,No,17.989444,-77.507341,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112951
Knollis,0-388-499-78397,Surface AWS,122,Closed,No,18.11388889,-76.994444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121412
Labyrinth PO,0-388-686-78397,Surface AWS,335,Closed,No,18.35027778,-77.03,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126923
Lacovia,0-388-577-78397,Surface AWS,31,Closed,No,18.07954,-77.764165,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125977
Lady Hole,0-388-687-78397,Surface AWS,31,Closed,No,18.23333333,-76.773611,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126924
Lady Musgrave,0-388-271-78397,Surface AWS,120,Closed,No,18.010857,-76.778677,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112459
Lagoon,0-388-500-78397,Surface AWS,3,Closed,No,18.03333333,-76.888333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121416
Lambs River,0-388-824-78397,Surface AWS,244,Closed,No,18.261081,-77.915476,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128442
Langley,0-388-272-78397,Surface AWS,526,Closed,No,18.11666667,-76.77666667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112465
Lawrence Tavern,0-388-273-78397,Surface AWS,320,Closed,No,18.12388889,-76.84722222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112466
Lawrencefield,0-388-501-78397,Surface AWS,24,Closed,No,17.98416667,-76.934444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121417
Lennox,0-388-364-78397,Surface AWS,61,Closed,No,18.20555556,-76.602778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113776
Lethe,0-388-229-78397,Surface AWS,21,Closed,No,18.389609,-77.968266,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112131
Liberty Hill,0-388-408-78397,Surface AWS,244,Closed,No,18.41,-77.206944,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113873
Lime Hall,0-388-409-78397,Surface AWS,305,Closed,No,18.40555556,-77.208333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116548
Lime Tree,0-388-502-78397,Surface AWS,20,Closed,No,18.090183,-77.030193,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121420
Linstead,0-388-503-78397,Surface AWS,111,Closed,No,18.136559,-77.025166,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121443
Lititz,0-388-578-78397,Surface AWS,229,Closed,No,17.93833333,-77.579167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125978
Little Windsor,0-388-504-78397,Surface AWS,15,Closed,No,17.952483,-76.976189,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121449
Llandewey,0-388-731-78397,Surface AWS,152,Closed,No,17.941301,-76.611119,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127458
Llandilo,0-388-825-78397,Surface AWS,9,Closed,No,18.230565,-78.148693,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128443
Llandovery,0-388-44-78397,Surface AWS,23,Operational,No,18.45833333,-77.269444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110921
Llandovery Estate,0-388-410-78397,Surface AWS,15,Closed,No,18.458535,-77.2691,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116549
Lodge,0-388-505-78397,Surface AWS,9,Closed,No,17.9125,-77.133333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121450
Logwood,0-388-230-78397,Surface AWS,20,Closed,No,18.35166667,-78.2925,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112132
Long Mountain,0-388-274-78397,Surface AWS,15,Closed,No,17.96805556,-76.748333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112467
Long Road,0-388-688-78397,Surface AWS,240,Closed,No,18.211401,-76.750203,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126925
